Lineage_ID,Theme,Year,Question_Number,Question_Text
6,高齢者糖尿病の運動療法（メディカルチェック・NEAT・適応）,2022,大問23,高齢者糖尿病の運動療法について正しいものを2つ選べ。 a. 全例に運動療法を勧める b. メディカルチェックを行う c. フレイルの高齢者には運動療法は有用でない d. 食後には有酸素運動を勧める e. 負荷をかけるほど良いので、無理な運動をさせる
6,高齢者糖尿病の運動療法（メディカルチェック・NEAT・適応）,2024,大問28,高齢者糖尿病の運動療法について誤っているものはどれか (2つ) a.運動療法は生命予後やADLの維持、フレイル予防や認知機能低下の抑制に有効である。 b.運動療法の指導の前にメディカルチェックを行う。 c. 日常生活行動によるエネルギー消費 (NEAT)を増やす必要はない。 d.バランス運動は転倒予防の効果がないので、歩行・レジスタンス運動のみで良い。 e. 有酸素運動は食前に行った方が良い。
6,高齢者糖尿病の運動療法（メディカルチェック・NEAT・適応）,2025,大問22,高齢者糖尿病の運動療法について間違っているものを2つ選びなさい a.効果的であるため運動療法は全例に適応する b.フレイルの高齢者は低負担の運動でも行わない方がよい c.糖尿病の薬を服用している人は低血糖に備える d.バランス運動は転倒予防に効果的である e.食後には有酸素運動を勧める
6,高齢者糖尿病の運動療法（メディカルチェック・NEAT・適応）,2025,大問29,高齢者糖尿病の運動療法について誤っているものはどれか a.運動療法は生命予後やADLの維持、フレイル予防や認知機能低下の抑制に有効である。 b.運動療法の指導の前にメディカルチェックを行う。 c.日常生活行動によるエネルギー消費(NEAT)を増やす必要はない。 d.バランス運動は転倒予防の効果がないので、歩行・レジスタンス運動のみで良い。 e.有酸素運動は食後に行った方が良い。
7,高齢者糖尿病の食事療法（目標体重・エネルギー配分・指導方法）,2015,問9,高齢者糖尿病の食事療法について正しいもの ・柔らかいものばかり食べるように指導する ・1日3食必ず食べてもらう ・食べ残しを絶対しないようにしてもらう
7,高齢者糖尿病の食事療法（目標体重・エネルギー配分・指導方法）,2016,問10,問10糖尿病の食事療法について正しものを1つ選べ。 ⑴食事交換表を積極的に用いる。 ⑵本人のみに指導を行う ⑶残さず食べるようにする ⑷一日3食とるようにする ⑸やわらかいものばかり食べるようにする。
7,高齢者糖尿病の食事療法（目標体重・エネルギー配分・指導方法）,2017,Q1,Q1.糖尿病の食事療法で正しいもの ①2食食べる ②本人と家族を指導する ③食品転換表を活用する ④やわらかいもののみを食べるようにする ⑤食べ残さないように指導する
7,高齢者糖尿病の食事療法（目標体重・エネルギー配分・指導方法）,2022,大問22,22. 糖尿病の食事療法について正しいもの1つ選べ。 a. 摂取カロリーを1kgあたり20kcal に設定する b. 食品交換表がよく使えるのでそれを活用して指導する c. 食べ過ぎを防ぐため、1日1-2食になるように指導する d. 野菜と魚を多く摂る食事をすすめる e. 食事療法を本人のみに指導し、家族には指導不要である。
7,高齢者糖尿病の食事療法（目標体重・エネルギー配分・指導方法）,2024,大問27,27. 高齢者の食事療法として正しいのを一つ選べ。 a.食品交換表は多くの人が使いこなしているので積極的に使って指導する。 b. 目標体重を決めたら一律にしてエネルギー摂取量を定める。 c.調味料の糖質は考慮に入れなくてよい。 d.指示エネルギーの40~50%を炭水化物、30%をたんぱく質、残りを脂質として摂取する。 e. フレイル、ADL、合併症を考慮して総摂取エネルギーを定める。
7,高齢者糖尿病の食事療法（目標体重・エネルギー配分・指導方法）,2025,大問21,21.高齢者の糖尿病の食事療法として誤っているもの 1.嗜好や習慣は変えにくい 2.目標体重を一律に定め、総エネルギー摂取量を算出する 3.調味料に含まれる糖質も考慮する 4.指示エネルギー量のうち、50-60%を炭水化物、20%までをタンパク質、残りを脂質から摂取する 5.フレイル、ADL、合併症をもとにエネルギー摂取量を算出する
8,高齢者糖尿病のHbA1cコントロール目標（ADL・認知機能・重症低血糖リスク別）,2015,キーワード,高齢者糖尿病のコントロール血糖
8,高齢者糖尿病のHbA1cコントロール目標（ADL・認知機能・重症低血糖リスク別）,2016,問13,問13.高齢者の糖尿病のコントロールで正しいもの 1、HbAlc 6%未満 2、HbAlc 6.5%未満 3、HbAlc 7%未満 4、HbAlc 8%未満 5、HbAlc 9%未満
8,高齢者糖尿病のHbA1cコントロール目標（ADL・認知機能・重症低血糖リスク別）,2017,問26,26．75歳以上の高齢者、インスリン注射している方の血統コントロール目標値は？ ①Hba1ｃ6.0未満 ②7.0未満 ③8.0未満 ④9.0未満
8,高齢者糖尿病のHbA1cコントロール目標（ADL・認知機能・重症低血糖リスク別）,2024,大問26,26.軽度認知症、重度低血糖が危惧される薬剤を使用している高齢者糖尿病の血糖目標コントロールで正しいものはどれか 1.Hbalc 7.0~8.0 2.Hbalc 7.5~8.5 3.Hbalc 8.0-9.0 4.Hbalc 8.5~9.5 5.Hablc 9.0~10.0
8,高齢者糖尿病のHbA1cコントロール目標（ADL・認知機能・重症低血糖リスク別）,2025,大問20,20.中等度以上の認知症があり、重症低血糖が危惧される薬剤を使用している高齢者糖尿病の血糖目標コントロールについて正しいのはどれか。 a.HbA1c 6.0%〜7.0% b.HbA1c 6.5%〜7.5% c.HbA1c 7.0%〜8.0% d.HbA1c 7.5%〜8.5% e.HbA1c 8.0%〜9.0%
9,高齢者甲状腺機能低下症（認知症様症状・治療開始法・非典型例）,2015,問13,高齢者の甲状腺機能低下症について正しいもの ・認知症 ・甲状腺肥大 ・浮腫 ・眼球突出 ・発汗
9,高齢者甲状腺機能低下症（認知症様症状・治療開始法・非典型例）,2016,問15,問15 高齢者の甲状腺機能低下症で目立ちやすい症状を１つ選べ ・浮腫 ・甲状腺肥大 ・認知症 ・眼球突出 ・発汗
9,高齢者甲状腺機能低下症（認知症様症状・治療開始法・非典型例）,2017,Q5,Q5.高齢者の甲状腺機能低下症で目立ちやすい症状について ①浮腫 ②甲状腺肥大 ③認知症 ④眼球突出 ⑤発汗
9,高齢者甲状腺機能低下症（認知症様症状・治療開始法・非典型例）,2022,大問24,24. 高齢者の甲状腺機能低下症として正しいもの2つ選べ。 a. 頻脈や心房細動がみられる b. 症状が加齢で見られる変化と類似しているため見逃されやすい c. 物忘れが起きやすい d. 体重が減少する? e. T4 製剤で加療する場合、最初から多量に投与し、どんどん量を増やす
9,高齢者甲状腺機能低下症（認知症様症状・治療開始法・非典型例）,2023,大問11,11. 高齢者の甲状腺機能低下症の症状として正しいもの ① バセドウ病 ② ? ③ T4製剤で加療する場合、最初から多量に投与しどんどん量を増やす。 ④ 物忘れが起きやすい。 ⑤ 頻脈や心房細動が見られる。
9,高齢者甲状腺機能低下症（認知症様症状・治療開始法・非典型例）,2024,大問29,29.甲状腺機能低下症について正しいものを選べ(2つ) a.代表的な疾患に橋本病がある。 b. T4 製剤で加療する場合、最初から多量に投与し、どんどん量を増やす c. 多汗と手指振戦がある d.心室細動が合併しやすい e. 認知症、うつ病などと勘違いされやすい
10,高齢者内分泌疾患における非典型中枢神経症状（先端巨大症・下垂体・副腎）,2015,問14,若年に比べて高齢者で否定形中枢神経症状を呈する頻度が高くないもの ・視床下部機能低下症 ・甲状腺機能低下症 ・副腎不全 ・SIADH ・副腎インシデンタローマ
10,高齢者内分泌疾患における非典型中枢神経症状（先端巨大症・下垂体・副腎）,2017,問29,29．若年者に比べ非典型症状が出がたいのはどれか ①下垂体機能低下症 ②甲状腺機能低下症 ③先端巨大症 ④副腎不全 ⑤SIADH
10,高齢者内分泌疾患における非典型中枢神経症状（先端巨大症・下垂体・副腎）,2025,大問23,23.高齢者の内分泌疾患で非定型中枢神経障害を呈する頻度が低い疾患はどれか？ a.甲状腺機能低下症 b. SIADH（抗利尿ホルモン不適合分泌症候群） c.先端巨大症 d.下垂体機能低下症 e.副腎不全
11,フレイル（概念・可逆性・ストレス脆弱性・構成要素）,2017,問4,4．フレイルでみられないもの ①易疲労性 ②歩行速度の低下 ③握力の低下 ④身体活動量の低下 ⑤肥満
11,フレイル（概念・可逆性・ストレス脆弱性・構成要素）,2022,大問20,20. フレイルについて2つ選べ a. 高齢者の筋力低下のこと b. 病後の歩行速度の低下のこと c.運動器機能障害の低下による転倒のこと d. 体がストレスに弱くなっている状態のこと e. 収入や家庭環境などの複合的要因が関わっている
11,フレイル（概念・可逆性・ストレス脆弱性・構成要素）,2023,大問7,7. フレイルについて2つ選べ a. 高齢者の筋力低下のこと b. 病後の歩行速度の低下のこと c. 運動器機能障害の低下による転倒のこと d. 体がストレスに弱くなっている状態のこと e. 収入や家庭環境などの複合的要因が関わっている
11,フレイル（概念・可逆性・ストレス脆弱性・構成要素）,2024,大問11,11. フレイルとは何か 1.高齢者の筋力低下 2.脳機能障害による転倒易性 3.運動器障害による歩行困難 4. 高齢者のうつ症状による活動量低下 5. 体がストレスに弱くなってる
11,フレイル（概念・可逆性・ストレス脆弱性・構成要素）,2025,大問18,18.フレイルとは何か 1.高齢者の筋力低下 2.脳機能障害による転倒易性 3.運動器障害による歩行困難 4.高齢者のうつ症状による活動量低下 5.体がストレスに弱くなってる
12,高齢者の下血（大腸憩室出血・虚血性腸炎の症状と特徴）,2019,問13,問１３．高齢者の下血に関する記述で正しいものを３つ選びなさい。 (a)大腸憩室出血は手術適応 (b)大腸憩室出血では無症状のことが多い (c)虚血性腸炎では腹痛を伴うことが多い (d)虚血性腸炎は一過性型、狭窄型、壊死型の3型に分類される。 (e)虚血性腸炎では食事の欧米化が原因である。
12,高齢者の下血（大腸憩室出血・虚血性腸炎の症状と特徴）,2022,大問8,8. 高齢者の下血について正しいものを3つ選べ。 a.大腸憩室出血は手術適応のことが多い b.大腸憩室出血では腹痛を伴わないことが多い c. 虚血性腸炎では腹痛を伴うことが多い d. 虚血性腸炎は一過性型、狭窄型、壊死型の3つに分類される e. 虚血性腸炎は食事の欧米化が原因である
12,高齢者の下血（大腸憩室出血・虚血性腸炎の症状と特徴）,2024,大問8,8. 高齢者の下血について正しいものを3つ選べ a. 大腸憩室出血は手術適応のことが多い b. 大腸憩室出血では腹痛を伴わないことが多い c.虚血性腸炎では腹痛を伴うことが多い d.虚血性腸炎は便秘症や動脈硬化症を伴う60歳以上の女性に多い e.虚血性腸炎は食事の欧米化が原因である
12,高齢者の下血（大腸憩室出血・虚血性腸炎の症状と特徴）,2025,大問8,8.高齢者の下血について正しいものを3つ選べ。 a.大腸憩室出血は手術適応がある b.大腸憩室出血は腹痛を伴わないことが多い c.虚血性腸炎は腹痛を伴うことが多い d.虚血性腸炎は便秘症や動脈硬化症を伴う60歳以上の女性に好発する e.虚血性腸炎は食事の欧米化が関連する
13,逆流性食道炎の誘因・原因,2022,大問6,6. 逆流性食道炎の原因を3つ選べ。 a. ストレス b. 飲酒 c. 便秘 d. 胃潰瘍 e. やせ
13,逆流性食道炎の誘因・原因,2023,大問20,20.逆流性食道炎を誘発するもの3つ a. ストレス b. 飲酒 c. 便秘 d. やせ e. 胃潰瘍
13,逆流性食道炎の誘因・原因,2024,大問13,13.逆流性食道炎の原因、を3つ選べ。 a. ストレス b. 飲酒 c.便秘 d. 胃潰瘍 e. やせ
14,人口動態統計（死因順位の推移・悪性新生物・心疾患・肺炎・平均寿命/健康寿命）,2010/2011,過去問,○正しいもの３つ １．悪性新生物が死亡原因の一位である ２．悪性新生物の死亡が増加している ３．肺炎の死亡が増加している ４．高齢者の肺炎の死亡率が減少している ５．自殺の死亡は横ばいである / △日本における２００８年の平均寿命について正しいもの３つ
14,人口動態統計（死因順位の推移・悪性新生物・心疾患・肺炎・平均寿命/健康寿命）,2016,問26,問26 死亡原因で正しいのを３つ選べ ・心疾患死亡数は第2位である ・悪性新生物の死亡数は増加傾向にある ・肺炎の死亡数は減少傾向にある ・高齢者の肺炎死亡数は減少傾向にある ・二十代の死亡者数第1位は自殺である
14,人口動態統計（死因順位の推移・悪性新生物・心疾患・肺炎・平均寿命/健康寿命）,2017,問10,10．循環器の疫学と高血圧について正しいもの２つ ①日本の死亡数統計で、心筋梗塞は悪性新生物より多い ②心筋梗塞は日本で致死率100％ ③高血圧は140/90mmHg以上
14,人口動態統計（死因順位の推移・悪性新生物・心疾患・肺炎・平均寿命/健康寿命）,2022,大問14,14. 死亡率の年次推移、平均寿命について誤っているのはどれか。 a. 心疾患は増加している b.虚脱性心疾患は減少している c. 肺炎は増加している d. 男性の平均寿命は80歳を超えている e. 健康寿命は女性の方が短い
14,人口動態統計（死因順位の推移・悪性新生物・心疾患・肺炎・平均寿命/健康寿命）,2023,大問25,25. 誤っているものを1つ選べ。 ① 心疾患は増加傾向である。 ② 肺疾患は増加傾向である。 ③ 悪性新生物は増加傾向である。 ④ 男性の平均寿命は世界第1位である。 ⑤ 平均寿命は2012年より連続して増加している。
14,人口動態統計（死因順位の推移・悪性新生物・心疾患・肺炎・平均寿命/健康寿命）,2024,大問17,17. 死亡率の年次推移、平均寿命について誤っているものはどれか 1、肺炎は増加傾向 2、悪性新生物は増加傾向 3、心疾患は増加傾向 4、男性の平均寿命は世界一 5、2012年以降平均寿命は上昇し続けている
14,人口動態統計（死因順位の推移・悪性新生物・心疾患・肺炎・平均寿命/健康寿命）,2025,大問27,27誤っているものを１つ選べ。 1.心疾患は増加傾向である。 2.肺疾患は増加傾向である。 3.悪性新生物は増加傾向である。 4.女性の平均寿命は世界第１位である。 5.平均寿命は2012年より連続して増加している。
15,脳卒中/脳血管障害の症状（失語、視覚障害、頭痛、失神）,2022,大問25,25. 脳卒中として疑われない症状はどれか。 1. 失神 2.失言 3.視覚障害 4. 突発する激しい頭痛 5. 半身の脱力感
15,脳卒中/脳血管障害の症状（失語、視覚障害、頭痛、失神）,2024,大問22,22. 脳卒中として疑われない症状はどれか。 1. 失神 2.失言 3. 視覚障害 4. 突発する激しい頭痛 5. 半身の脱力感
15,脳卒中/脳血管障害の症状（失語、視覚障害、頭痛、失神）,2025,大問24,24.積極的に脳卒中を疑えないのはどれか、正しいものを選べ。 a.失語 b.失神 c.視覚障害 d.突発的な頭痛 e.半身(顔、上肢、下肢)の脱力
16,脳出血の好発部位（被殻・視床・小脳・脳幹）,2022,大問26,26. 脳出血の好発部位のうち、最も確率が高いものはどれか。 1. 視床 2.小脳 3. 被殼 4. 脳幹 5.大脳皮質下
16,脳出血の好発部位（被殻・視床・小脳・脳幹）,2024,大問23,23. 脳出血の好発部位のうち、最も確率が高いものはどれか。 1.視床 2.小脳 3. 被殼 4.脳幹 5.大脳皮質下
16,脳出血の好発部位（被殻・視床・小脳・脳幹）,2025,大問25,25.脳出血の好発部位のうち、最も確率が高いものはどれか。 1. 視床 2. 小脳 3. 被殻 4. 脳幹 5. 大脳皮質下
17,パーキンソン病の主要症状（無動・筋固縮・静止時振戦・非対称性）,2022,大問27,27. パーキンソン病の症状として正しいもの一つ選べ。 1. 動作が緩慢になる 2. 筋肉の弛緩 3. 四肢の対称性 4. 羽ばたき振戦 5. 認知症の合併
17,パーキンソン病の主要症状（無動・筋固縮・静止時振戦・非対称性）,2024,大問24,24. パーキンソン病について正しいものはどれか。 1.筋肉が弛緩する 2動作が緩慢になる 3.四肢の対象性 4. 羽ばたき振戦 5. 認知症の合併
17,パーキンソン病の主要症状（無動・筋固縮・静止時振戦・非対称性）,2025,大問26,26パーキンソン病について正しいものを選びなさい １.筋肉が弛緩する ２動作が緩慢になる ３.症状は対称性がある ４．羽ばたき振戦がある ５．認知症を合併しない
18,認知症の定義・概念（一度獲得した認知機能の衰退）,2022,大問28,28. 認知症について一言で表すとどれか。 1. 意識障害の出現 2. 一度獲得した認知機能の衰退 3. 概日リズムの障害 4. 脳の生理的な老化 5. 知的発達の遅延
18,認知症の定義・概念（一度獲得した認知機能の衰退）,2024,大問25,25. 認知症について、ひとことで表すとどれか。 1.意識障害の出現 2. 一度獲得した認知機能の衰退 3. 概日リズムの障害 4. 脳の生理的な老化 5. 知的発達の遅延
19,高齢者医療の全般徴候・病態の特徴（個人差・多臓器障害・非典型症状）,2012,記述,○老人病の一般的な特徴について記しなさい。
19,高齢者医療の全般徴候・病態の特徴（個人差・多臓器障害・非典型症状）,2022,大問18,18. 高齢者の症状の出方で正しいのはどれか。 a. 症状は強く出る b. 症状の出方に個人差がない c. 症状の出方が典型的である d. 軽い臓器症状に始まり、早期に治る e. 一つの疾患が多臓器に悪影響をもたらす
19,高齢者医療の全般徴候・病態の特徴（個人差・多臓器障害・非典型症状）,2023,大問5,5. 高齢者の症状の出方について a. 症状は強く出る b. 症状の出方に個人差は無い c. 症状の出方は典型的である d. 軽い症状に始まり、早期に治る e. 1つの疾患が多臓器に悪影響をもたらす
19,高齢者医療の全般徴候・病態の特徴（個人差・多臓器障害・非典型症状）,2025,大問16,16.高齢者の病気の特徴はどれか。2つ選べ。 1.症状の個人差が少ない。 2.症状が強く出現しやすい。 3.急性な経過を取りやすい。 4.非典型的な症状が出現しやすい。 5.不顕性の臓器機能低下が関与しやすい。
20,在宅医療の仕組み（訪問診療・往診・多職種連携・制限の有無）,2022,大問1,1. 在宅医療について誤っているもの1つ選べ。 a. 訪問診療では定期的に患者さんの自宅へ赴く b. 往診では予定外に患者さんの自宅へ赴く c. 外来受診は制限される d. 多職種で連携する e. ターミナルケアを行う
