Lineage_ID,Theme,Year,Question_Number,Question_Text
3,好酸球性肺炎・アレルギー性気管支肺アスペルギルス症の病態と治療,2015,問6,アレルギー性肺炎について正しいものを選べ 好酸球性肺炎はⅡ型アレルギーが関与する。 好酸球性肺炎は薬剤が原因になることがある。 好酸球性肺炎は寄生虫が原因になることがある。 好酸球性肺炎は死亡率が高い。 喫煙は慢性好酸球性肺炎を発症させる。
3,好酸球性肺炎・アレルギー性気管支肺アスペルギルス症の病態と治療,2016,問6,アレルギー性肺疾患について 放射線治療によって好酸球性肺炎になる 慢性好酸球性肺炎は再発が多い アスペルギウス症の症状として茶褐色の粘液栓子が出る アスペルギウス症の治療方法は抗菌薬投与が良い 急性好酸球性肺炎はアレルギー患者でみられる
3,好酸球性肺炎・アレルギー性気管支肺アスペルギルス症の病態と治療,2019,問10,好酸球性肺疾患について誤っているものを選べ。 1）アレルギー性アスペルギルス症ではⅡ型、Ⅳ型の免疫反応によって発症する 2) アレルギー性アスペルギルス症ではステロイド投与が有効である 3) 気管支拡張症では中枢性気管支拡張症が生じる 4) 過敏性肺炎はⅠ型免疫反応によって発症する 5) 急性好酸球性肺疾患は喫煙を契機に発症することがある
3,好酸球性肺炎・アレルギー性気管支肺アスペルギルス症の病態と治療,2020,問8,好酸球性肺炎について誤っているものを選べ。 a. アレルギー性気管支肺アスペルギルス症はII型とIV型アレルギー反応が生じる。 b. アレルギー性気管支肺アスペルギルス症は中枢性気管支拡張が生じる。 c. アレルギー性気管支肺アスペルギルス症の急性期治療はステロイド剤が投与される。 d. 急性好酸球性肺炎は喫煙開始がきっかけで発症する。 e. 好酸球性肺炎はステロイド剤で速やかに改善する。
3,好酸球性肺炎・アレルギー性気管支肺アスペルギルス症の病態と治療,2021,問8,好酸球性肺疾患について誤っているものを選べ。 a. アレルギー性アスペルギルス症ではII型、IV型の免疫反応によって発症する b. アレルギー性アスペルギルス症ではステロイド投与が有効である c. 気管支拡張症では中枢性気管支拡張症が生じる d. 過敏性肺炎は 型免疫反応によって発症する e. 急性好酸球性肺炎は喫煙を契機に発症することがある
3,好酸球性肺炎・アレルギー性気管支肺アスペルギルス症の病態と治療,2022,問8,好酸球性肺炎について誤っているものを選べ。 a. アレルギー性気管支肺アスペルギルス症はII型とIV型アレルギー反応が生じる。 b. アレルギー性気管支肺アスペルギルス症は中枢性気管支拡張が生じる。 c. アレルギー性気管支肺アスペルギルス症の急性期治療はステロイド剤が投与される。 d. 急性好酸球性肺炎は喫煙開始がきっかけで発症する。 e. 好酸球性肺炎はステロイド剤で速やかに改善する。
3,好酸球性肺炎・アレルギー性気管支肺アスペルギルス症の病態と治療,2023,問8,好酸球性肺炎について誤っているものを選べ。 a. アレルギー性気管支肺アスペルギルス症はII型とIV型アレルギー反応が生じる。 b. アレルギー性気管支肺アスペルギルス症のアスペルギルスは気道内に腐生して生じる。 c. アレルギー性気管支肺アスペルギルス症の急性期治療はステロイド剤が投与される。 d. 急性好酸球性肺炎は喫煙開始がきっかけで発症する。 e. 好酸球性肺炎はステロイド剤で速やかに改善する。
3,好酸球性肺炎・アレルギー性気管支肺アスペルギルス症の病態と治療,2024,問8,アレルギー性肺疾患について誤っているものを選べ。 1. アレルギー性気管支肺アスペルギルス症ではII型とIV型アレルギー反応が生じる。 2. アレルギー性気管支肺アスペルギルス症はCTで中枢気管支拡張が確認される。 3. アレルギー性気管支肺アスペルギルス症の診断により経口ステロイドが投与される。 4. 急性好酸球性肺炎は喫煙との関連が示唆されている。 5. 慢性好酸球性肺炎はステロイド剤(グルココルチコイド)投与で数日以内に改善する。
3,好酸球性肺炎・アレルギー性気管支肺アスペルギルス症の病態と治療,2025,問3,好酸球性肺炎について誤っているものを選べ。 a. アレルギー性気管支肺アスペルギルス症はII型とIV型アレルギー反応が生じる。 b. アレルギー性気管支肺アスペルギルス症は中枢性気管支拡張が生じる。 c. アレルギー性気管支肺アスペルギルス症の急性期治療はステロイド剤が投与される。 d. 急性好酸球性肺炎は喫煙がきっかけで発症する。 e. 好酸球性肺炎はステロイド剤で速やかに改善する。
4,非定型肺炎・結核・非結核性抗酸菌症（感染・発病定義・ヒトヒト感染）,2015,問11,正しいものを選べ。２つ 非結核性抗酸菌症は、ヒト-ヒト感染しない。 非結核性抗酸菌症の罹患率は増加傾向にある。 非結核性抗酸菌症は、抗菌薬に良好な反応をする。 日本の結核の有病率は、他の先進国と同程度である。 結核に感染した人の、80%以上は結核を発症する。
4,非定型肺炎・結核・非結核性抗酸菌症（感染・発病定義・ヒトヒト感染）,2016,問11,結核正しいものを選べ 非結核性肺炎がヒトーヒト感染する 土壌で結核菌生きられる 耐性結核菌減少している 飛沫感染する 感染しても発症は2割
4,非定型肺炎・結核・非結核性抗酸菌症（感染・発病定義・ヒトヒト感染）,2019,問5,非定型肺炎について正しいもの2つ 1.結核菌の感染とは、結核菌が体内に入り、残っているが活動していない状態である。 2.結核菌の発症とは、感染後、結核菌が活動をはじめ体内で病巣をつくり、咳や発熱など症状が出る。 3.日本の結核死亡者はゼロである。 4.非結核性抗酸菌はヒトーヒト感染する。 5.弱毒性であるので、抗菌剤が有効である。
4,非定型肺炎・結核・非結核性抗酸菌症（感染・発病定義・ヒトヒト感染）,2020,問3,非定型肺炎について正しいものを選べ。 a. 結核菌に感染とは、結核菌が体内に入り、残留しているが活動していない状態である。 b. 結核菌の発症とは、感染後、結核菌が活動をはじめ体内で病巣をつくり、咳や発熱などの症状を引き起こすことである。 c. 日本の結核死亡者はゼロである。 d. 非結核性抗酸菌症はヒトーヒト感染する。 e. 弱毒性であるので、抗菌剤が有効である。
4,非定型肺炎・結核・非結核性抗酸菌症（感染・発病定義・ヒトヒト感染）,2021,問5,非定型肺炎について正しいものを選べ。 a. 結核菌の感染とは、結核菌が体内に入り、残留しているが活動していない状態である。 b. 結核菌の発症とは、感染後、結核菌が活動をはじめ体内で病巣をつくり、咳や発熱などの症状を引き起こすことである。 c. 日本の結核死亡者はゼロである。 d. 非結核性抗酸菌症はヒトヒト感染する。 e. 弱毒性であるので、抗菌剤が有効である。
4,非定型肺炎・結核・非結核性抗酸菌症（感染・発病定義・ヒトヒト感染）,2022,問5,抗酸菌感染症について正しいものを2つ選べ。 a. 結核菌の感染とは、結核菌が体内に入り、残っているが活動していない状態である。 b. 結核菌の発病とは、感染後、結核菌が活動を始め、体内で病巣をつくり、咳や発熱などの症状が出ることである。 c. 非結核性抗酸菌は飛沫核感染によるヒトーヒト感染である。 d. 結核による日本での死亡者は0である。 e. 非結核性抗酸菌は弱毒性であり、抗菌剤が著効である。
4,非定型肺炎・結核・非結核性抗酸菌症（感染・発病定義・ヒトヒト感染）,2023,問5,非定型肺炎について正しいものを選べ。 a. 結核菌の感染とは、結核菌が体内に入り、活動していない状態である。 b. 結核菌の発症とは、感染後、結核菌が活動をはじめ体内で病巣をつくり、咳や発熱などの症状を引き起こすことである。 c. 日本の結核死亡者はゼロである。 d. 非結核性抗酸菌症はヒトーヒト感染する。 e. 弱毒性であるので、抗菌剤が有効である。
4,非定型肺炎・結核・非結核性抗酸菌症（感染・発病定義・ヒトヒト感染）,2024,問5,非定型肺炎について正しいもの2つ 1.結核菌の感染とは、結核菌が体内に入り、残っているが活動していない状態である。 2.結核菌の発症とは、感染後、結核菌が活動をはじめ体内で病巣をつくり、咳や発熱など症状が出る。 3.日本の結核死亡者はゼロである。 4.非結核性抗酸菌はヒトーヒト感染する。 5.弱毒性であるので、抗菌剤が有効である。
4,非定型肺炎・結核・非結核性抗酸菌症（感染・発病定義・ヒトヒト感染）,2025,問5,非定型肺炎について正しいもの2つ 1.結核菌の感染とは、結核菌が体内に入り、残っているが活動していない状態である。 2.結核菌の発症とは、感染後、結核菌が活動をはじめ体内で病巣をつくり、咳や発熱など症状が出る。 3.日本の結核死亡者はゼロである。 4.非結核性抗酸菌はヒトーヒト感染する。 5.弱毒性であるので、抗菌剤が有効である
5,非定型肺炎の起炎菌（マイコプラズマの同定）,2018,問13/14,マイコプラズマは自分で増殖できる。マイコプラズマはグラム染色で陽性に染色される。
5,非定型肺炎の起炎菌（マイコプラズマの同定）,2019,問6,非定型肺炎の起炎菌は？ 1.マイコプラズマ 2.インフルエンザ菌 3.肺炎双球菌 4.モラキセラ 5.クレブシエラ
5,非定型肺炎の起炎菌（マイコプラズマの同定）,2020,問4,非定型肺炎の起炎菌を選べ a. マイコプラズマ b. インフルエンザ菌 c. 肺炎双球菌 d. モラキセラ e. クレブシエラ
5,非定型肺炎の起炎菌（マイコプラズマの同定）,2021,問6,非定型肺炎の起炎菌を選べ a. マイコプラズマ b. インフルエンザ菌 c. 肺炎双球菌 d. モラキセラ e. クレブシエラ
5,非定型肺炎の起炎菌（マイコプラズマの同定）,2022,問6,非定型肺炎の起因菌はどれか? a. マイコプラズマ b. 肺炎球菌 c. インフルエンザ菌 d. モラクセラ・カタラーリス e. クレブシエラ
5,非定型肺炎の起炎菌（マイコプラズマの同定）,2023,問6,非定型肺炎の起炎菌を1つ選べ。 a. マイコプラズマ b. インフルエンザ菌 c. 肺炎双球菌 d. モラキセラ e. クレブシエラ
5,非定型肺炎の起炎菌（マイコプラズマの同定）,2025,問6,非定型肺炎の起炎菌を1つ選べ。 a. マイコプラズマ b. インフルエンザ菌 c. 肺炎双球菌 d. モラキセラ e. クレブシエラ
6,閉塞性肺疾患・COPD・びまん性汎細気管支炎の治療・管理,2016,問8,びまん性気管支炎はマクロライドの投与で… COPDは日本人の死因10位である バレニクリンはセロトニンを介して作用する
6,閉塞性肺疾患・COPD・びまん性汎細気管支炎の治療・管理,2019,問14,閉塞性肺疾患の治療について正しいもの選べ(2つ) ①COPDの治療には気管支拡張薬 ②COPD患者は禁煙しても予後が悪くなる可能性がある ③COPD患者にはインフルエンザワクチンの接種は特に推奨されていない ④びまん性汎細気管支炎副腎皮質ホルモンのステロイド投与が有効 ⑤びまん性汎細気管支炎にはエリスロマイシンの少量長期投与が有効
6,閉塞性肺疾患・COPD・びまん性汎細気管支炎の治療・管理,2020,問12,閉塞性肺疾患の治療について正しいものを選べ。 a. COPDの治療には気管支拡張薬を用いる。 b. COPD患者は、禁煙しても予後が悪くなる可能性がある。 c. COPD患者にインフルエンザワクチンの接種は、特に推奨されていない。 d. びまん性汎細気管支炎副腎皮質ホルモンのステロイド投与が有効である。 e. びまん性汎細気管支炎にはエリスロマイシンの少量長期投与が有効である。
6,閉塞性肺疾患・COPD・びまん性汎細気管支炎の治療・管理,2021,問11/12,閉塞性肺疾患の治療について
6,閉塞性肺疾患・COPD・びまん性汎細気管支炎の治療・管理,2022,問12,閉塞性肺疾患の治療について正しいものを選べ。 a. COPD の治療には気管支拡張薬を用いる。 b. COPD患者は、禁煙しても予後が悪くなる可能性がある。 c. COPD患者にインフルエンザワクチンの接種は、特に推奨されていない。 d. びまん性汎細気管支炎副腎皮質ホルモンのステロイド投与が有効である。 e. びまん性汎細気管支炎にはエリスロマイシンの少量長期投与が有効である。
6,閉塞性肺疾患・COPD・びまん性汎細気管支炎の治療・管理,2025,問8,正しいものを2つ選べ。(2022年の12と似ていました) 1.COPD 重傷者は予後は良くならない 2.肺炎球菌ワクチンの投与を推奨されていない 3.気管支拡張法を使う 4. エリストロマイシンを少量長期投与する 5. ステロイド投与が有効である
7,心不全の定義・概念・左室駆出率（LVEF）・病態,2015,問1/2,心不全は全員が心疾患を持つ。 心臓に問題がなくても心不全が起こることがある。 心不全患者はすべて症状が同じである。 NYHA分類は心不全の重症度評価に用いられる。
7,心不全の定義・概念・左室駆出率（LVEF）・病態,2016,問1,心不全で正しいの選べ 男で少ない 腎機能障害でbpn減少 心不全でbpn減少 肥満でbpn減少 血中bpn濃度は心機能以外に影響しない
7,心不全の定義・概念・左室駆出率（LVEF）・病態,2018,問2,以下の記述のうち正しいものはどれか。 a. 心臓ではエネルギーの50%以上は心室の収縮に使用されている。 b. 心電図は心機能を評価する検査である。 c. 血中BNP濃度は肥満があると低下する。 d. 左室収縮機能が保持されていても心不全は起きる。 e. 高齢者では心不全発症率が低い。
7,心不全の定義・概念・左室駆出率（LVEF）・病態,2019,問1,心不全について正しいものを答えよ a. 心不全とは左室駆出率が低下した状態のことをいう。 b. 血中BNP濃度は貧血で低下する c. 高齢になると心不全の発症率は低下する d. 癌と同様に心不全も進行性の疾患である。
7,心不全の定義・概念・左室駆出率（LVEF）・病態,2020,問1,心不全について正しいものを選べ。 a. 抗不整脈剤は不整脈になる確率を下げ、寿命を延ばすため積極的に使うべきである。 b. β遮断薬は左室収縮率を下げるため、禁忌である。 c. アンギオテンシン酵素阻害薬は左室拡大抑制(リモデリング)するので、著効な薬である。 d. ICD は不整脈になる確率を下げる。
7,心不全の定義・概念・左室駆出率（LVEF）・病態,2022,問1,心不全について正しいのはどれか。 a. 心不全患者の突然死は稀である。 b. 心不全患者患者数は加齢と共に減少する。 c. 血中BNP 濃度は心不全診断に有用である。 d. 不整脈は心不全の原因にならない。 e. 心不全患者では必ず心拍出量が減少している。
7,心不全の定義・概念・左室駆出率（LVEF）・病態,2025,問9,心不全について正しいものを1つ選べ 1.心不全は疾患名である 2.心不全の治療の基本は基礎心疾患の治療である 3.心不全は必ず左室駆出率>50%となる 4.心不全は左心室の拡張機能障害によって生じる 5.自覚症状の有無に関わらず、心臓機能障害があれば心不全という
8,肺がんの治療方針・小細胞がん・周術期・化学放射線療法,2015,問19,肺がんについて間違っているのはどれか 肺がんは病理学的に確定診断される。 肺がん治療の選択は病期と組織型により行われる。 肺がんは組織型が分かれるが、小細胞がんは予後が悪い。 肺がん治療において、分子標的治療薬は実用化されていない。 気管支鏡検査で肺がん細胞を採取して診断する。
8,肺がんの治療方針・小細胞がん・周術期・化学放射線療法,2016,問15/16,肺癌治療には全身治療と局所治療がある。局所治療について正しいものを２つ選べ。 化学放射線療法 手術が困難と判断されたI/II肺癌に対する放射線照射治療 手術療法 術後化学療法 分子標的治療
8,肺がんの治療方針・小細胞がん・周術期・化学放射線療法,2018,問29/30,肺癌の治療には全身治療と局所治療がある。肺癌の局所治療はどれか。a. 化学放射線療法 b. 根治的放射線療法 c. 手術療法 d. 術後補助化学療法 e. 分子標的治療
8,肺がんの治療方針・小細胞がん・周術期・化学放射線療法,2020,問17,肺癌について正しいものを選べ。 a. 肺癌の診断には腫瘍マーカーが必須である。 b. 肺腺癌は喫煙と関わりがある。 c. 薬物療法のみで完全治癒が期待される。 d. 手術が可能な進行期であっても、術後薬物療法が行われる。 e. IV期小細胞肺癌は化学放射線療法が標準治療である。
8,肺がんの治療方針・小細胞がん・周術期・化学放射線療法,2021,問17,肺癌について正しいものを選べ。 a. 肺癌の診断には腫瘍マーカーが必須である。 b. 肺腺癌は喫煙と関わりがある。 c. 薬物療法のみで完全治癒が期待される。 d. 手術が可能な進行期であっても、術後薬物療法が行われる。 e. IV期小細胞肺癌は化学放射線療法が標準治療である。
8,肺がんの治療方針・小細胞がん・周術期・化学放射線療法,2022,問17,正しいものを2つ選べ。 a. 肺腺癌と喫煙には強い関連がある。 b. 肺癌に対する放射線治療には根治的照射と緩和的照射がある。 c. 肺癌に対する化学両方の目的は生存期間の延長とQOLの向上である。 d. すべての肺腺癌に免疫チェックポイント阻害薬が第一選択である。 e. 小細胞肺癌には免疫チェックポイント阻害薬が効かない。
8,肺がんの治療方針・小細胞がん・周術期・化学放射線療法,2025,問11,肺がんについて正しいものを選べ a.IV期非小細胞肺がんに対する化学療法の目的は生存期間の延長やQOLの改善である b.非小細胞がんの周術期に免疫チェックポイント阻害薬を使用することはない c.肺がんに対する放射線療法は治癒が見込める場合のみ行う d. すべての肺腺がんで免疫チェックポイント阻害薬が第1選択となる e. 小細胞がんと喫煙には強い関連がある
9,"肺がんのドライバー遺伝子（EGFR, ALK, MET, ROS1等）",2019,問22,我が国において保険償還されている肺癌のドライバー遺伝子は？正しいもの2つ A)ABL B)EBR2 C)ALK D)EGFR E)KRAS
9,"肺がんのドライバー遺伝子（EGFR, ALK, MET, ROS1等）",2020,問18,我が国において保険償還されている治療薬のある肺癌のドライバー遺伝子はどれか。 a. ABL b. ALK c. EGFR d. BRR2 e. KRAS
9,"肺がんのドライバー遺伝子（EGFR, ALK, MET, ROS1等）",2021,問18,我が国において保険適応されている肺癌のドライバー遺伝子はどれか。2つ答えよ。 a.ABL b.EGFR c.ALK d.KRAS e.EBR2
9,"肺がんのドライバー遺伝子（EGFR, ALK, MET, ROS1等）",2022,問18,我が国において、保険償還された治療薬のある肺癌のドライバー遺伝子はどれか。 a. EGFR b. ALK c. ROS1 d. RET e. KRAS G12C
9,"肺がんのドライバー遺伝子（EGFR, ALK, MET, ROS1等）",2023,問18,日本で保険償還されているドライバー遺伝子はどれか。 a.EGFR b.ALK c.ROS1 d.RET e.BRAF V600E
9,"肺がんのドライバー遺伝子（EGFR, ALK, MET, ROS1等）",2024,問12,日本において保険なんちゃら 1.EGFR 2.ALK 3.MET 4.HER2 5.KRAS G12C
9,"肺がんのドライバー遺伝子（EGFR, ALK, MET, ROS1等）",2025,問12,日本で保険償還されている肺がんのドライバー遺伝子はどれか。 a.EGFR b.ALK c.MET d.HER2 e.KRASG12C
10,呼吸機能検査（スパイロメトリー・肺活量・1秒率・測定可能項目）,2015,問13,正しいもの2つ 拘束性換気障害とは%肺活量が70未満である。 拘束性換気障害は、呼吸器系のみが原因である。 間質性肺炎は閉塞性換気障害をきたす場合が多い。 肺気腫は閉塞性換気障害の原因となる。 閉塞性は肺構造の破壊をきたす。
10,呼吸機能検査（スパイロメトリー・肺活量・1秒率・測定可能項目）,2016,問13,正しいもの(ふたつ) 喘息になり拘束性肺疾患となる。 間質性肺炎により閉塞性換気障害となる。 妊娠により肺活量は減少する。 1秒率とは1秒量/努力肺活量である。 閉塞性肺疾患は%肺活量が80%以下である。
10,呼吸機能検査（スパイロメトリー・肺活量・1秒率・測定可能項目）,2018,問9,正しいのはどれか。 a. 肺活量は安静換気時に測定する。 b. 1秒率の正常値は70%以上である。 c. 1秒率は1秒量を (努力) 肺活量で除した値である。 d. 肺が拡がらない場合に閉塞性換気障害となる。 e. 1秒量は吐き出しの終わり1秒間に呼出する呼気量である。
10,呼吸機能検査（スパイロメトリー・肺活量・1秒率・測定可能項目）,2019,問18,呼吸機能検査について正しいものを選びなさい(2つ) a.呼吸機能検査は診断時以外に使う必要がない b.スパイロメトリーでは残気量が測定できる c.拘束性換気障害は肺活量が正常予測値の80%以下である d.努力性肺活量と肺活量は健常人ではほぼ等しい e.気管支喘息は拘束性換気障害をきたすことが多い
10,呼吸機能検査（スパイロメトリー・肺活量・1秒率・測定可能項目）,2020,問16,呼吸機能検査について正しいものを選べ。 a.呼吸機能検査は診断時以外では必要がない。 b. スピロメーターは残気量を測ることができる。 c.拘束性換気障害は肺活量が通常値80%以下になる。 d. 努力肺活量と肺活量は健常者でほぼ等しい。 e. 気管支喘息では拘束性換気障害が表れる。
10,呼吸機能検査（スパイロメトリー・肺活量・1秒率・測定可能項目）,2021,問16,呼吸機能検査について正しいものを選べ。 a. 呼吸機能検査は診断時以外では必要がない。 b. スピロメーターは残気量を測ることができる。 c. 拘束性換気障害は肺活量が通常値80%以下になる。 d. 努力肺活量と肺活量は健常者でほぼ等しい。 e. 気管支喘息では拘束性換気障害が表れる。
10,呼吸機能検査（スパイロメトリー・肺活量・1秒率・測定可能項目）,2022,問16,呼吸機能検査について正しいものを選べ。 a.呼吸機能検査は診断時以外では必要がない。 b. スピロメーターは残気量を測ることができる。 c.拘束性換気障害は肺活量が通常値 80%以下になる。 d. 努力肺活量と肺活量は健常者でほぼ等しい。 e. 気管支喘息では拘束性換気障害が表れる。
10,呼吸機能検査（スパイロメトリー・肺活量・1秒率・測定可能項目）,2025,問16,スパイロメトリーについて正しいもの2つ選べ。 1.横軸に時間、縦軸に肺気量の変化を記録する。 2.残気量は測定できる 3.機能的肺気量は測定できる 4.全肺気量は測定できる 5.最大吸気量は測定できる
11,膠原病の共通概念・特徴（再燃と寛解・自己免疫・非遺伝性）,2018,問17,膠原病について誤っているのはどれか。 a. 再燃と寛解を繰り返す。 b. 易疲労感を伴いやすい。 c. 遺伝性の疾患である。 d. 治療には免疫抑制薬が使用される。 e. フィブリノイド変性を来す。
11,膠原病の共通概念・特徴（再燃と寛解・自己免疫・非遺伝性）,2019,問29,膠原病について誤っているのはどれか。 a.再燃と寛解を繰り返す b.易疲労感を伴いやすい c.遺伝性の疾患である d.治療には免疫抑制剤が使用される e.フィブリノイド変性を来す
11,膠原病の共通概念・特徴（再燃と寛解・自己免疫・非遺伝性）,2020,問27,膠原病について誤っているものはどれか。 a. 再燃と寛解を繰り返す。 b. 易疲労感を伴いやすい。 c. 遺伝性の疾患である。 d. 治療には免疫抑制剤が使用される。 e. フィブリノイド変性を来す。
11,膠原病の共通概念・特徴（再燃と寛解・自己免疫・非遺伝性）,2021,問29,膠原病について誤っているものはどれか。 a. 再燃と寛解を繰り返す。 b. 易疲労感を伴いやすい。 c. 遺伝性の疾患である。 d. 治療には免疫抑制剤が使用される。 e. フィブリノイド変性を来す。
11,膠原病の共通概念・特徴（再燃と寛解・自己免疫・非遺伝性）,2022,問29,膠原病に関して誤っているものを選べ。 a.自己免疫疾患で、免疫抑制療法が有効である。 b.多臓器疾患ではない。 c. 遺伝病である。 d. 結合組織を病変の主座とし、フィブリノイド変性が起こる。 e. クレンペラーが提唱した概念。
11,膠原病の共通概念・特徴（再燃と寛解・自己免疫・非遺伝性）,2024,問29,膠原病に関して誤っているものを選べ。 a.自己免疫疾患で、免疫抑制療法が有効である。 b. 多臓器疾患ではない。 c. 遺伝病である。 d. 結合組織を病変の主座とし、フィブリノイド変性が起こる。 e. クレンペラーが提唱した概念。
11,膠原病の共通概念・特徴（再燃と寛解・自己免疫・非遺伝性）,2025,問17,膠原病について誤っているものを選べ a.再燃と寛解を繰り返す b.易疲労感を伴いやすい c.遺伝性の疾患である d.治療には免疫抑制剤が使用される e. フィブリノイド変性を来す
12,各論的膠原病の病理・疫学（RA滑膜病変・SLE性差・強皮症・皮膚筋炎）,2018,問18,正しいのはどれか。 a. 関節リウマチの病変の主座は関節軟骨である。 b. 全身性エリテマトーデスは男性に多い。 c. 皮膚筋炎は悪性腫瘍を合併する頻度が低い。 d. 全身性強皮症の症状は皮膚硬化のみである。 e. 副腎皮質ステロイド薬には抗炎症作用と免疫抑制作用がある。
12,各論的膠原病の病理・疫学（RA滑膜病変・SLE性差・強皮症・皮膚筋炎）,2019,問30,正しいのはどれか。 a.関節リウマチの病変の主座は関節軟骨である b.全身性エリテマトーデスは男性に多い c.皮膚筋炎は悪性腫瘍を合併する頻度が低い d.全身性強皮症の症状は皮膚硬化のみである e.副腎皮質ステロイド薬には抗炎症作用と免疫抑制作用がある
12,各論的膠原病の病理・疫学（RA滑膜病変・SLE性差・強皮症・皮膚筋炎）,2020,問28,正しいものを選べ。 a. 関節リウマチの病変の主座は関節軟骨である。 b. 全身性エリテマトーデスは男性に多い。 c. 皮膚筋炎は悪性腫瘍を合併する頻度が低い。 d. 全身性強皮症の症状は皮膚硬化のみである。 e. 副腎皮質ステロイド薬には抗炎症作用と免疫抑制作用がある。
12,各論的膠原病の病理・疫学（RA滑膜病変・SLE性差・強皮症・皮膚筋炎）,2021,問30,正しいものを選べ。 a. 関節リウマチの病変の主座は関節軟骨である。 b. 全身性エリテマトーデスは男性に多い。 c. 皮膚筋炎は悪性腫瘍を合併する頻度が低い。 d. 全身性強皮症の症状は皮膚硬化のみである。 e. 副腎皮質ステロイド薬には抗炎症作用と免疫抑制作用がある
12,各論的膠原病の病理・疫学（RA滑膜病変・SLE性差・強皮症・皮膚筋炎）,2022,問30,誤っているものを選べ。 a. 関節リウマチの病変の主座は軟骨滑膜である。 b. 全身性エリテマトーデスは女性に多い。 c. 皮膚筋炎は悪性腫瘍を合併する頻度が高い。 d. 全身性強皮症の症状は皮膚硬化のみである。 e. 副腎皮質ステロイド薬には抗炎症作用と免疫抑制作用がある。
12,各論的膠原病の病理・疫学（RA滑膜病変・SLE性差・強皮症・皮膚筋炎）,2023,問30,正しいものを選べ。 a. 関節リウマチの病変の主座は関節軟骨である。 b. 全身性エリテマトーデスは男性に多い。 c. 全身性強皮症の症状は皮膚硬化のみである。 d. 皮膚筋炎は悪性腫瘍を合併する頻度が低い。 e. 副腎皮質ステロイド薬には抗炎症作用と免疫抑制作用がある
12,各論的膠原病の病理・疫学（RA滑膜病変・SLE性差・強皮症・皮膚筋炎）,2024,問30,正しい選択肢の組み合わせを選べ。 a. 関節リウマチの病変の主座は関節軟骨である。 b. 全身性エリテマトーデスは男性に多い。 c. 全身性強皮症の症状は皮膚硬化のみである。 d. 皮膚筋炎は悪性腫瘍を合併する頻度が高い。 e. 副腎皮質ステロイド薬には抗炎症作用と免疫抑制作用がある。
12,各論的膠原病の病理・疫学（RA滑膜病変・SLE性差・強皮症・皮膚筋炎）,2025,問18,正しいのはどれか。 a. 関節リウマチの病変の主座は関節滑膜である b.全身性強皮症は線維化病変、血管病変、免疫異常によって病態が形成される c. 全身性エリテマトーデスは男性に多い d. 皮膚筋炎は間質性肺炎を合併する頻度が低い e.免疫抑制薬はステロイド薬より速効性がある
