"Lineage_ID","Theme","Year","Question_Number","Question_Text"
"3","SSI（手術部位感染）の防止","2017","問3","SSIを防ぐために消火器外科医が行っていることを列挙せよ。(尾崎・徳安)"
"3","SSI（手術部位感染）の防止","2017","問4","SSIの予防対策を 5つ書け。(尾崎・徳安)"
"3","SSI（手術部位感染）の防止","2018","問4","SSI(surgical site infection)の防止のために行っていることを 5 つ挙げよ。"
"3","SSI（手術部位感染）の防止","2019","問4","SSI(surgical site infection)の防止のために行う予防抗菌薬の適切な投与時期はいつか"
"3","SSI（手術部位感染）の防止","2021","問3","SSI の防止のために行っていることを 5 つ挙げよ"
"3","SSI（手術部位感染）の防止","2022","問4","SSIの防止対策を 5個以上述べよ。"
"3","SSI（手術部位感染）の防止","2023","問4","SSI の防⽌対策について 5 つ以上述べよ。"
"4","小児外科の診療の特徴","2015","問5","小児外科からです。①新生児期 ②乳児期 ③幼児期のいずれか 1 つについて、(1)日本小児外科学会で規定されている各期間を明記し、(2)その時期に発症または症状がみられる外科的疾患について 4つ以上あげてください。"
"4","小児外科の診療の特徴","2016","問5","一般に小児外科で診療されている疾患で、「閉鎖」または「狭窄」が含まれているものを答えよ。しかし、「外耳道閉鎖」と「外耳道狭窄」など、前の言葉が完全に一致している場合は一つとみなす。"
"4","小児外科の診療の特徴","2017","問5","一般に小児外科で診療されている疾患で、「閉鎖」または「狭窄」が含まれているものを答えよ。しかし、「外耳道閉鎖」と「外耳道狭窄」など、前の言葉が完全に一致している場合は一つとみなす。(高野)"
"4","小児外科の診療の特徴","2018","問6","一般に小児外科で診療されている疾患の中から、消化管領域(口〜肛門)の疾患を 5 つ挙げて下さい。解答は疾患名のみで構いませんが、もし疾患名が正確に記述できていないくても、その疾患についての説明も記述されていれば採点に加味します。"
"4","小児外科の診療の特徴","2019","問6","小児外科の診療内容について成人外科との違いを留意しながら 100〜150字程度で説明しなさい。疾患名について不正確な場合は加点しない。"
"4","小児外科の診療の特徴","2021","問5","成人への診療と比較して、小児外科の診療にはどのような特徴があるか。200 字以内で答えよ。(具体的な疾患名を用いる際には、正確なものでないと加点しないことがあるので注意すること。)"
"4","小児外科の診療の特徴","2022","問5","小児外科の診療内容について成人外科との違いを留意しながら 150 字以内で説明しなさい。疾患名について不正確な場合は加点しない。"
"4","小児外科の診療の特徴","2023","問5","⼩児外科の診療内容について成⼈外科との違いを留意しながら 150 字以内で説明しなさい。疾患名について不正確な場合は加点しない。"
"4","小児外科の診療の特徴","2024","問5","小児外科の診療内容について、成人外科との違いに着目しながら 150 字以内で説明せよ。具体的な疾患名を挙げて説明する場合、誤った疾患名だと加点にならない可能性がある。"
"4","小児外科の診療の特徴","2025","問3","小児外科の診療内容について、成人外科との違いに着目しながら 200 字以内で説明せよ。具体的な疾患名を挙げて説明する場合、誤った疾患名だと加点にならない可能性がある。"
"5","ショックの分類と原因","2013","問6","循環血液量減少性ショックと心原性ショックの疾患名について 2つずつ挙げよ。また、アナフィラキシーショックの原因物質について 1つ挙げよ。"
"5","ショックの分類と原因","2015","問6","心原性ショックの原因疾患を 2 つ、閉塞性ショックの原因疾患を 1 つ、循環血液減少性ショックの原因疾患を 1つ、 アナフィラキシーショックの原因物質を一つ書け。"
"5","ショックの分類と原因","2016","問6","心原性ショックの原因疾患 1つ、閉塞性ショックの原因疾患 2つ、循環血液量減少性ショックの原因疾患 1つ、アナフィラキシーショックの原因物質 1つ答えよ"
"5","ショックの分類と原因","2017","問6","心原性ショックの原因疾患 1つ、閉塞性ショックの原因疾患 2つ、循環血液量減少性ショックの原因疾患 1 つ、アナフィラキシーショックの原因物質 1つ答えよ。(三和)"
"5","ショックの分類と原因","2018","問7","循環血液量減少性ショック、心原性ショックの原因疾患をそれぞれ 2 つずつ、またアナフィラキシーショックの原因物質を 1 つ答えよ。"
"5","ショックの分類と原因","2019","問7","循環血液量減少性ショック、心原性ショックの原因疾患をそれぞれ 2 つずつ、またアナフィラキシーショッ クの原因物質を 1 つ答えよ。"
"5","ショックの分類と原因","2021","問6","循環血液量減少性ショック、心原性ショックの原因疾患をそれぞれ 2 つずつ、またアナフィラキシーショックの原因物質を 1 つ答えよ。"
"5","ショックの分類と原因","2022","問9","ショック（１）循環血液量減少性ショック、（２）心原性ショックの原因疾患をそれぞれ 2 つずつ、また（３）アナフィラキシーショックの原因物質を 1 つ答えよ。"
"5","ショックの分類と原因","2023","問7","（１）循環⾎液量減少性ショック、（２）⼼原性ショックの原因疾患をそれぞれ 2 つずつ、 また（３）アナフィラキシーショックの原因物質を 1 つ答えよ。"
"6","生体の侵襲反応と術後回復","2013","問10","侵襲を受けた後、（）と（）の血流を確保する。侵襲を受けると基本的に血糖値は（）する。SIRSは次の体温、心拍、（）、（）の 4項目の内 2項目以上満たすものである。"
"6","生体の侵襲反応と術後回復","2014","問10","侵襲を受けたとき（①）と（②）の血流を確保する。このことを（③）という。SIRS に対する身体のフィードバックは（④）と呼ばれる。（④）が起こると免疫能が（⑤）する。"
"6","生体の侵襲反応と術後回復","2016","問8","(1)侵襲を受けた時の生体反応を３つ書け。(2)侵襲をなるべく少なくする手術を２つ書け。"
"6","生体の侵襲反応と術後回復","2017","問8","(1)侵襲を受けた時の生体反応を３つ書け。(2)侵襲をなるべく少なくする手術を２つ書け。(大野原)"
"6","生体の侵襲反応と術後回復","2018","問10","・身体に侵襲がかかった際には、（①）と（②）の血流がまず確保される。これを血流の（③）という。・身体に侵襲がかかった際に、一般に血糖値は（④）する。・全身性炎症反応症候群を英語の略語で（⑤）という。"
"6","生体の侵襲反応と術後回復","2019","問9","・身体に侵襲がかかった際には、（①）と（②）の血流がまず確保される。これを血流の（③）という。・身体に侵襲がかかった際に、一般にインスリン値は上昇、血糖値は（④）する。・侵襲が大きい時、術後の回復は（⑤)なる。"
"6","生体の侵襲反応と術後回復","2021","問9","・身体に侵襲がかかった際には、(①)と（②）の血流がまず確保される。・身体に侵襲がかかった際に、(③)(④)を確保するために各種ホルモン等が働く。・侵襲が大きいとき、術後の回復は(⑤)。"
"6","生体の侵襲反応と術後回復","2022","問8","・身体に侵襲がかかった際には、（１）と（２）の血流がまず確保される。・身体に侵襲がかかった際に、一般にインスリン値は上昇、血糖値は（３）する。・侵襲が大きい時、術後の回復は（４）。・侵襲を抑えるために、最近では様々な診療科で（５）手術が行われている。"
"6","生体の侵襲反応と術後回復","2024","問9","(3) ⾝体に侵襲がかかった際に異化反応が起こり、血糖値は（３）する (4) 侵襲を受けたとき、細胞外液量を(4)するように作用するはたらきがある。 (5) 侵襲が⼤きいほど免疫反応が⼤きくなるため、回復が(4)なる。そのため、最近では低侵襲の手術が⾏われている。"
"6","生体の侵襲反応と術後回復","2025","問8-2","外科的侵襲後の患者に輸液をするとき、「体液分布の変化」と「使用する輸液の種類」に着目して 150 字以内で答えよ。"
"7","輸血の副作用","2021","問2","輸血の副作用について述べよ。"
"7","輸血の副作用","2022","問3","輸血の副作用について述べよ。"
"7","輸血の副作用","2023","問2","輸血の副作⽤について述べよ。"
"7","輸血の副作用","2024","問3","輸血の副作用について述べよ輸血の副作用について述べよ"
"7","輸血の副作用","2025","問4","輸血の副作用について述べよ。"
"8","甲状腺・副甲状腺疾患","2013","問9","甲状腺癌について種類と特徴を述べよ。"
"8","甲状腺・副甲状腺疾患","2014","問9","甲状腺機能について種類と特徴を挙げよ"
"8","甲状腺・副甲状腺疾患","2018","問8","甲状腺癌のうちに、約 9 割を占める組織型は ① である。分化型の甲状腺癌の治療は ② が基本である。甲状腺未分化癌の予後は ③ である。副甲状腺ホルモンは ④ の代謝を調節する。続発性副甲状腺機能亢進症の原因疾患は ⑤ が大半を占める。"
"8","甲状腺・副甲状腺疾患","2019","問8","1.甲状腺癌のうちに、約 9割を占める組織型は(①)である。2.文化型の甲状腺癌の治療は(②)が基本である。3.副甲状腺ホルモンは(③)の代謝を調節する。4.続発性副甲状腺機能亢進症の原因疾患は(④)が大半を占める。5.腫瘍径が大きく不均一な副腎腫瘍は(⑤)の可能性を考慮。"
"8","甲状腺・副甲状腺疾患","2021","問7","甲状腺癌のうち、約９割を占める組織型は 1.___である。分化型の甲状腺癌の治療は 2.____が基本である。甲状腺未分化癌の予後は 3.____である。甲状腺ホルモンは４.____の代謝を調節する。"
"8","甲状腺・副甲状腺疾患","2022","問10","（１）甲状腺癌のうちに、約 9 割を占める組織型は（①）である。（２）分化型の甲状腺癌の治療は（②）が基本である。（３）副甲状腺ホルモンは（③）の代謝を調節する。（４）続発性副甲状腺機能亢進症の原因疾患は（④）が大半を占める。（５）甲状腺癌の診断については（⑤）が有用である。"
"8","甲状腺・副甲状腺疾患","2023","問8","（１）甲状腺癌のうちに、約 9 割を占める組織型は（①）である。（２）分化型の甲状腺癌の治療は（②）が基本である。（３）副甲状腺ホルモンは（③）の代謝を調節する。（４）続発性副甲状腺機能亢進症の原因疾患は（④）が⼤半を占める。（５）甲状腺癌の診断については（⑤）が有⽤である。"
"8","甲状腺・副甲状腺疾患","2024","問7","(4) 続発性副甲状腺機能亢進症の原因疾患は（④）が⼤半を占める。"
"8","甲状腺・副甲状腺疾患","2025","問6","甲状腺癌の 5 つの組織型を挙げよ。こたえ: 甲状腺乳頭癌、甲状腺濾胞癌、甲状腺髄様癌、甲状腺未分化癌、甲状腺低分化癌"
"8","甲状腺・副甲状腺疾患","2025","問7","甲状腺がんの組織型を 5 つ書きなさい。こたえ：甲状腺乳頭癌、甲状腺濾胞癌、甲状腺髄様癌、甲状腺未分化癌、甲状腺低分化癌"
"9","LVADと心臓移植","2013","問7","LVADは薬物療法、心臓再同期 内科学的な治療に無効な末期心不全の治療に有効である。LVADの使用目的について 5つあるうちの 3つを列挙し、内容について簡潔に説明せよ。"
"9","LVADと心臓移植","2014","問7","1 左室補助人工心臓（LVAD）は薬物療法や心臓再同期療法などの内科的治療が無効な末期心不全者に対する有効な治療法である。LVADの使用目的について、以下の物についてそれぞれ簡潔に説明しなさい。① BTT ② DT ③ BTD 2 心臓移植の適応となる疾患を 2 つ挙げなさい"
"9","LVADと心臓移植","2015","問8","LVADは薬物療法、心臓再同期 内科学的な治療に無効な末期心不全の治療に有効である。LVADの使用目的について以下に挙げた 2つのものについて、日本語で簡潔に説明せよ。①Bridge to Transplantation(BTT)、 ②Destination Therapy(DT)"
"9","LVADと心臓移植","2018","問9","大動脈バルーンパンピング(Intra-aortic Ballon Pump ; IABP)や左心室補助人工心臓(Left Ventricular Assist Device ; LVAD)についての以下の 4つの文章には誇りのある箇所（1文に 1 個とは限りません）があります。誤りを訂正した全文をそれぞれ記載して下さい。"
"9","LVADと心臓移植","2019","問10","LVADは薬物療法や心臓再同期療法などの内科的治療が無効な末期心不全患者に対する有効な治療法である。① LVADを行う目的として BTTと DTの意味を完結に日本語で答えよ ②心臓移植の対象となる疾患を 2つ答えよ"
"9","LVADと心臓移植","2022","問6","LVAD は薬物療法や心臓再同期療法などの内科的治療が無効な末期心不全患者に対する有効な治療法である。（１）①BTT と② DT で LVADを使用する目的を簡潔に日本語で答えよ。①BTT ②DT（２）心臓移植を適応する疾患名を 2つ述べよ。"
"9","LVADと心臓移植","2023","問10","LVAD は薬物療法や⼼臓再同期療法などの内科的治療が無効な末期⼼不全 患者に対する有効な治療法である。（１）①BTT と② DT で LVAD を使⽤する⽬的を簡潔に⽇本語で答えよ。①BTT ②DT（２）⼼臓移植を適応する疾患名を 2 つ述べよ。"
"9","LVADと心臓移植","2024","問10","LVAD は薬物療法や⼼臓再同期療法などの内科的治療が無効な末期⼼不全患者に対する有効な治療法である。LVAD について、以下の(1)(2)の用語を説明してください。(1) Bridge to transplantation, BTT (2) Destination therapy, DT (3) ⼼臓移植適応の二つの疾患を答えてください。"
"9","LVADと心臓移植","2025","問9","LVAD は薬物療法や⼼臓再同期療法などの内科的治療が無効な末期⼼不全患者に対する有効な治療法である(1)BTT と DT で LVAD を使用する目的をそれぞれ簡潔に⽇本語で答えよ。(2)⼼臓移植を適応する疾患名を 2 つ述べよ"
"10","心臓・血管外科（弁膜症・バイパス術等）","2017","問10","人工弁を 2種類答えよ。(藤原)"
"10","心臓・血管外科（弁膜症・バイパス術等）","2018","問11","人工弁の種類を二種類記せ。"
"10","心臓・血管外科（弁膜症・バイパス術等）","2022","問7","以下、心臓外科に関する記述です。括弧に当てはまる言葉を答えよ。（１）重症大動脈弁狭窄症に対しては一般的に大動脈弁（①）術が行われる（２）重症増帽弁閉鎖不全症の第一選択は（②）術である。（３）内科的処置が無効な重症心不全に対しては植込み型（③）装着（４）肢を切断しなければならない重症（④）は、下半身切除の回避のために遠位足部バイパス（distal bypass）を行う。"
"10","心臓・血管外科（弁膜症・バイパス術等）","2023","問9","以下、⼼臓外科に関する記述です。括弧に当てはまる⾔葉を答えよ。（１） 重症⼤動脈弁狭窄症に対しては⼀般的に⼤動脈弁（①）術が⾏われる（２） 重症増帽弁閉鎖不全症の第⼀選択は（②）術である。（３） 内科的処置が無効な重症⼼不全に対しては植込み型（③）装着（４） 肢を切断しなければならない重症（④）は、下半⾝切除の回避のために遠位⾜部バイパス（distal bypass）を⾏う。（５） 狭⼼症の治療において、経⽪的⾎管形成術が不可能あるいは有効でない場合がある。そのような時には冠動脈バイパス術を⾏う。それには(⑤)、橈⾻動脈、⼤伏在静脈をバイパスのグラフトとして⽤いる。"
"10","心臓・血管外科（弁膜症・バイパス術等）","2024","問8","以下、⼼臓外科に関する記述です。括弧に当てはまる⾔葉を答えよ。（１） 重症⼤動脈弁狭窄症に対しては⼀般的に⼤動脈弁（①）術が⾏われる（２） 重症増帽弁閉鎖不全症の第⼀選択は僧帽弁（②）術である。（３） 内科的処置が無効な重症⼼不全に対しては植込み型（③）装着（４） 肢を切断しなければならない重症（④）は、下半⾝切除の回避のために遠位⾜部バイパス（distal bypass）を⾏う。（５） 狭⼼症の治療において、経⽪的血管形成術が不可能あるいは有効でない場合がある。そのような時には冠動脈バイパス術を⾏う。それには(⑤)、橈⾻動脈、⼤伏在静脈をバイパスのグラフトとして用いる。"
"10","心臓・血管外科（弁膜症・バイパス術等）","2025","問10","以下、⼼臓外科に関する記述です。括弧に当てはまる⾔葉を答えよ。(1) 重症⼤動脈弁狭窄症に対しては⼀般的に⼤動脈弁(①)術が⾏われる(2) 重症増帽弁閉鎖不全症の第⼀選択は(②)術である。(3) 内科的処置が無効な重症⼼不全に対しては植込み型(③)装着(4) 肢を切断しなければならない重症(④)は下半⾝切除の回避のために遠位⾜部バイパスを⾏う。(5) 狭⼼症の治療において、経⽪的血管形成術が不可能あるいは有効でない場合がある。そのような時には冠動脈バイパス術を⾏う。それには(⑤)動脈、橈⾻動脈、⼤伏在静脈をバイパスのグラフトとして用いる。"
"11","呼吸器外科領域","2014","問6","気胸の適応の条件を 2つ挙げよ"
"11","呼吸器外科領域","2015","問7","肺癌に対する手術術式を 3つ以上あげてください。"
"11","呼吸器外科領域","2016","問7","縦隔膜で考えられる腫瘍を三つ以上書け。"
"11","呼吸器外科領域","2017","問7","縦隔膜で考えられる腫瘍を三つ以上書け。(荒木)"
"11","呼吸器外科領域","2023","問6","以下の問いに答えよ。（１）肺癌と悪性胸膜中⽪腫に共通する発癌物質を 1 つ答えよ。（２）肺癌を促進させる遺伝⼦変異を 1 つ答えよ（３）気胸にかかる⼈の特徴を 1 つ答えよ（４）縦隔腫瘍を 2 つ答えよ。"
"11","呼吸器外科領域","2024","問6","(1) 右肺は₋₋₋葉"
"11","呼吸器外科領域","2025","問5","右肺は肺葉が①つあり、左肺は肺葉が②つある。③気胸になりやすい患者の特徴を 1 つ。④胸腺腫に合併する自己免疫疾患を 1 つ。"
"12","食道がんの再建","2021","問4","食道がんにおいて使用する臓器について述べよ。その再建方法を３つ述べ、利点と欠点を述べよ。"
"12","食道がんの再建","2025","問2","食道がんにおいて使用する臓器について述べよ。その再建方法を 3 つ述べ、利点と欠点を述べよ。"
"13","輸液療法（生理食塩水など）","2013","問8","輸液療法で使用する基本の輸液について 4つ挙げよ。"
"13","輸液療法（生理食塩水など）","2014","問8","基本の輸液について 4つ例を挙げなさい"
"13","輸液療法（生理食塩水など）","2015","問9","(1)基本の輸液を 4 つ列挙せよ。(2)通常成人の体重に対する血液量は何パーセントか。"
"13","輸液療法（生理食塩水など）","2025","問8-1","0.9％生理食塩水を 500ml 静脈に輸液したときの正しいものを 1 つ選べ。1. 浸透圧が 154mOsm/L になる 2. 細胞外液になり血漿拡散能がある 3. 細胞内液に分布する 4. 完全に分解されるため自由水になる 5. カリウム濃度が上昇し、高カリウム血症を来すことがある。"
"14","肝臓の機能","2012","問1a","a.次のうち肝臓の機能でないものはどれか。(1) 蛋白代謝 (2) 解毒作用 (3) 胆汁の生成 (4) インスリンの分泌 (5) 糖質代謝"
"14","肝臓の機能","2014","問3","肝臓の機能について述べよ"
"14","肝臓の機能","2015","問4","肝臓の機能について箇条書きで記せ。"
"14","肝臓の機能","2019","問2","肝臓の機能について箇条書きで述べよ"
"15","壊死・壊疽","2009","問11","11) 壊死は凝固壊死と融解壊死に分類される。"
"15","壊死・壊疽","2012","予想問題","④壊死は凝固壊死と融解壊死に分類される"
"15","壊死・壊疽","2016","問2","壊死、壊疽について述べよ。"
"15","壊死・壊疽","2017","問2","壊死、壊疽について述べよ。(坂本)"
