Lineage_ID,Theme,Year,Question_Number,Question_Text
9,肺サーファクタント（作用・産生時期・欠乏）,2022,"問3-4,6,7",4) 肺サーファクタントによって、肺の気道抵抗が増加する。 6) 肺サーファクタントは在胎28週頃までに肺胞内で産生される 7) 正期産で体重1760gの低出生体重児では肺サーファクタントの欠乏が予想される。
9,肺サーファクタント（作用・産生時期・欠乏）,2023,"問24,25",24) 肺サーファクタントによって、肺の表面張力を下げる。 25) 肺サーファクタントは在胎28週頃までに肺胞内で産生される。
9,肺サーファクタント（作用・産生時期・欠乏）,2025,"問25,26",25. サーファクタントは肺の表面張力を上げて、肺胞を拡張する。 26. 肺サーファクタントは妊娠28週までに産生される。
10,胎児循環（動脈管・卵円孔・臍帯血管・酸素分圧）,2013,"問3-8,9,10,11,12",8) 臍帯静脈の酸素分圧は臍帯動脈のそれより高値である 9) 胎児期の動脈管では、肺動脈から大動脈の方向へ血液が流れる 10) 正常の臍帯には臍帯動脈が2本存在する 11) 胎児循環では、右心室から肺動脈へ流れた血液のほとんどが肺へ流入する 12) 卵円孔は右房と右室の間を繋いでいる。
10,胎児循環（動脈管・卵円孔・臍帯血管・酸素分圧）,2014,"問3-8,9,10,11,12",8) 臍帯動脈の酸素分圧は臍帯静脈のそれより高値である。 9) 胎児期の動脈管では、肺動脈から大動脈の方向へ血液が流れる。 10) 臍帯には臍帯動脈が2本存在する。 11) 胎児循環では、右心室から肺動脈へ流れた血液のほとんどが肺へ流入する 12) 卵円孔は右房と右室の間を繋いでいる。
10,胎児循環（動脈管・卵円孔・臍帯血管・酸素分圧）,2016,"問3-5,6,7,8",5) 正常の臍帯には臍帯動脈が2本存在する。 6) 胎児期の動脈管では、肺動脈から大動脈の方向へ血液型流れる。 7) 卵円孔は右房と右室の間を繋いでいる。 8) 臍帯動脈の酸素分圧は臍帯静脈のそれより高い。
10,胎児循環（動脈管・卵円孔・臍帯血管・酸素分圧）,2018,"問3-6,7,10,11,12",6) 胎児期の動脈管では、肺動脈から大動脈の方向へ血液が流れる。 7) 臍帯動脈の酸素分圧は臍帯静脈のそれより高値である。 10) 臍帯には臍帯動脈が2本存在する。 11) 胎児循環では、右心室から肺動脈へ流れた血液のほとんどが肺へ流入する。 12) 卵円孔は右房と右室の間を繋いでいる。
10,胎児循環（動脈管・卵円孔・臍帯血管・酸素分圧）,2022,"問3-8,9,10,11,12",8) 臍帯静脈は2本ある。 9) 臍帯動脈の酸素分圧は臍帯静脈のそれより高値である。 10) 胎児の動脈管では、大動脈から肺動脈へ血液が流れる 11) 胎児期に卵円孔は右房から左房へ血液が流れる 12) 妊婦の消炎鎮痛薬の内服は、胎児の動脈管の閉鎖に繋がる
10,胎児循環（動脈管・卵円孔・臍帯血管・酸素分圧）,2023,"問26,27,28,29,30",26) 臍帯には臍帯動脈が1本存在する。 27) 胎児期に卵円孔は右房から左房へ血液が流れる。 28) 胎児の動脈管では、大動脈から肺動脈へ血液が流れる。 29) 臍帯動脈の酸素分圧は臍帯静脈のそれより高い。 30) 妊婦の炎症鎮痛薬の内服は胎児の動脈管閉鎖を引き起こす。
10,胎児循環（動脈管・卵円孔・臍帯血管・酸素分圧）,2025,"問27,28,29,30",27. 臍帯には臍帯動脈が１本存在する。 28. 卵円孔は右心房から左心房に血液が流れる。 29. 胎児の循環は大動脈から肺動脈に流れる 30. 臍帯動脈の酸素分圧は臍帯静脈のものより高値である。
11,新生児黄疸・光線療法・ビリルビン,2013,"問3-13,14,15,16,20",13) 新生児生理的黄疸は通常、生後24時間以内に出現する 14) 母乳栄養では黄疸が遷延することは稀である 15) 母乳栄養による黄疸の遷延には白色便を伴う 16) 新生児黄疸の治療の第一選択は光線療法である 20) 新生児黄疸への光線療法の実施中には、アイマスクを着用させる
11,新生児黄疸・光線療法・ビリルビン,2014,"問3-13,14,15,16,17",13) 新生児生理的黄疸は通常、生後24時間以内に出現する 14) 母乳栄養では黄疸が遷延することは稀である。 15) 新生児生理的黄疸では、白色便が特徴的である 16) 新生児黄疸への光線療法の実施中には、アイマスクを着用させる。 17) 光線療法では、波長の長い赤色光を用いる
11,新生児黄疸・光線療法・ビリルビン,2016,"問3-15,16,17 / 追加24",15) 母乳栄養では黄疸が遷延するのは稀である。 16) 新生児黄疸への光線療法の実施中には、アイマスクを着用させる。 17) 光線療法では蛍光灯だけでなくLEDの青色光も使う。 追加24) 母乳栄養による黄疸の遷延には白色便を伴う
11,新生児黄疸・光線療法・ビリルビン,2018,"問3-13,14,15,17,18,19",13) 新生児生理的黄疸は通常、生後24時間以内に出現する。 14) 母乳栄養では黄疸が遷延することは稀である。 15) 新生児生理的黄疸では、白色便が特徴的である。 17) 光線療法では、波長の長い赤色光を用いる。 18) 新生児黄疸への光線療法の実施中には、アイマスクを着用させる。 19) 間接(非抱合型)ビリルビンは脂溶性である。
11,新生児黄疸・光線療法・ビリルビン,2022,"問3-13,14,15,16,18,19",13) 母乳栄養では黄疸が遷延することは稀である。 14) 新生児生理的黄疸は通常、生後24時間以内に出現する 15) 新生児生理的黄疸は白色便が特徴である 16) 光線療法では蛍光灯のほかにLEDを用いる。 18) 光線療法では、波長の長い赤色光を用いる 19) 間接(非抱合型)ビリルビンは水溶性である。
11,新生児黄疸・光線療法・ビリルビン,2023,"問33,35",33. 新生児生理的黄疸は白色便が特徴である。 35. 間接ビリルビンは水溶性である。 / 穴埋め: 新生児は出生後、3-4日で皮膚が黄染する。これを(生理的)黄疸という。
11,新生児黄疸・光線療法・ビリルビン,2025,"問31,32,33,39",31. 新生児生理的黄疸では、白色便が特徴的である。 32. 新生児生理的黄疸は通常、生後24時間以内に出現する。 33. 母乳性黄疸では、母乳を中止する必要はない。 39. 間接（非抱合型）ビリルビンは水溶性である。
12,アプガースコア（評価項目・判定時間・点数と仮死度）,2013,"問3-19,21,22",19) アプガースコアの満点は5点である 21) アプガースコアの点数が低いほど新生児仮死の程度が強い 22) アプガースコアは、出生後30分で判定する。
12,アプガースコア（評価項目・判定時間・点数と仮死度）,2014,"問3-20,21,22",20) アプガースコアの点数が低いほど新生児仮死の程度が強い 21) アプガースコアの評価項目は5種類である。 22) アプガースコアは、出生後30分で判定する。
12,アプガースコア（評価項目・判定時間・点数と仮死度）,2016,"問3-20,21,22",20) アプガースコアの評価項目は5種類である。 21) アプガースコアの点数が高いほど新生児仮死の程度が強い 22) アプガースコアは出生後30分で判定する。
12,アプガースコア（評価項目・判定時間・点数と仮死度）,2018,"問3-20,21,22",20) アプガースコアの点数が低いほど新生児仮死の程度が強い。 21) アプガースコアの評価項目は5種類である。 22) アプガースコアは、出生後30分で判定する。
12,アプガースコア（評価項目・判定時間・点数と仮死度）,2022,"問3-20,21,22",20) アプガースコアの点数が低いほど新生児仮死の程度が強い 21) アプガースコアの評価項目は5種類ある。 22) アプガースコアは、出生後1分と5分に判定する
12,アプガースコア（評価項目・判定時間・点数と仮死度）,2023,"問36,37,38",36. アプガースコアの評価方法は世界共通である。 37. アプガースコアの評価項目は5種類である。 38. アプガースコアは出生1分後と5分後に評価する。
12,アプガースコア（評価項目・判定時間・点数と仮死度）,2025,"問36,37,38",36. アプガースコアを用いた評価形式は世界共通である 37. アプガースコアの評価項目は１０種類である。 38. アプガースコアは出生1分後と5分後に評価する。
13,胎児のヘモグロビン（HbF）,2013,問3-24,胎児赤血球中のヘモグロビンは成人と同じHbAである
13,胎児のヘモグロビン（HbF）,2014,問3-24,胎児赤血球中のヘモグロビンはHbMである。
13,胎児のヘモグロビン（HbF）,2018,問3-24,胎児赤血球中のヘモグロビンはHbAである。
13,胎児のヘモグロビン（HbF）,2022,問3-24,胎児のヘモグロビンはHbFである。
13,胎児のヘモグロビン（HbF）,2023,問39,胎児のヘモグロビンはHbFである。
13,胎児のヘモグロビン（HbF）,2025,問40,胎児赤血球内のヘモグロビンはHbFである。
14,未熟児網膜症と酸素投与,2013,問3-23,未熟児網膜症の発症予防のためには、高濃度の酸素投与が必要である
14,未熟児網膜症と酸素投与,2014,問3-23,未熟児網膜症の発症予防のためには、高濃度の酸素投与が必要である
14,未熟児網膜症と酸素投与,2016,問3-23,未熟児網膜症の発症予防のためには、高濃度の酸素投与が必要である
14,未熟児網膜症と酸素投与,2018,問3-23,未熟児網膜症の発症予防のためには、高濃度の酸素投与が必要である。
14,未熟児網膜症と酸素投与,2022,問3-23,未熟児網膜症の予防には高濃度酸素投与を制限する必要がある
15,早産児の併発症（脳内出血）,2013,問3-25,早産児では正期産児に比して脳室内出血を生じやすい。
15,早産児の併発症（脳内出血）,2014,問3-25,早産児は正期産児より脳出血を生じやすい
15,早産児の併発症（脳内出血）,2018,問3-25,早産児は正期産児より脳出血を生じやすい。
15,早産児の併発症（脳内出血）,2022,問3-25,早産児は生期産児よりも脳内出血になりやすい
15,早産児の併発症（脳内出血）,2023,問40,早産児は生期産児よりも脳内出血になりやすい。
15,早産児の併発症（脳内出血）,2025,問41,早産児は正期産児より脳出血を生じやすい。
16,出生前診断（NIPT・羊水検査・確定/非確定検査）,2013,問2-5,現在臨床試験が行われている新型出生前診断(NIPT)では、確定診断が可能である。
16,出生前診断（NIPT・羊水検査・確定/非確定検査）,2014,問2-21,出生前診断では、絨毛検査と羊水検査は確定診断となる。
16,出生前診断（NIPT・羊水検査・確定/非確定検査）,2018,問2-18,NIPT(母体血を用いた新しい出生前検査)は確定検査である。
16,出生前診断（NIPT・羊水検査・確定/非確定検査）,2022,"問1-1(5), 2-④,⑥,⑭",1(5) 確定検査はどれか (1. 超音波 2. NIPT 3. クアトロ 4. 羊水検査). 2-④ 絨毛検査は、非確定検査である。⑥ NIPTは非侵襲的な検査である。⑭ NIPTはすべての遺伝子疾患を調べることができる。
16,出生前診断（NIPT・羊水検査・確定/非確定検査）,2023,"野中-2, 8",2. 次のうち、確定検査はどれか (1. 羊水検査 2. 超音波 3. NIPT 4. クアトロ 5. 絨毛検査) 8. 出生前検査は病気の子が生まれないために実施される。
16,出生前診断（NIPT・羊水検査・確定/非確定検査）,2024,問題3,出生前診断は病気の子が生まれないためにするものである。(○/×)
16,出生前診断（NIPT・羊水検査・確定/非確定検査）,2025,問5-9,5. 妊娠中に、赤ちゃんに病気があるかどうかを調べる方法は(出生前診断)と呼ばれる。確定検査には、絨毛検査と(羊水検査)がある。非確定的検査には、母体血清マーカーと胎児超音波と(NIPT)がある。 8. 非確定検査で陽性だった場合、ダウン症の可能性がある。 9. 確定検査で陽性だった場合、ダウン症で確定である。
17,常染色体劣性（潜性）遺伝の保因者頻度・発症確率計算,2013,問2-3,保因者頻度が1/100の劣性遺伝病の患者頻度を計算しなさい。 [1/100×1/100×1/4=1/40000]
17,常染色体劣性（潜性）遺伝の保因者頻度・発症確率計算,2014,問2-10,保因者頻度1/100の常染色体劣性遺伝病の患者頻度は1/20000である。
17,常染色体劣性（潜性）遺伝の保因者頻度・発症確率計算,2016,問2-10,保因者頻度 1/100の常染色体劣性遺伝病の患者頻度は1/40000である。
17,常染色体劣性（潜性）遺伝の保因者頻度・発症確率計算,2018,問2-10,両親が常染色体劣性遺伝病の保因者の場合、原因遺伝子が伝わり、子が罹患者となる確率は(1/4)である。
17,常染色体劣性（潜性）遺伝の保因者頻度・発症確率計算,2022,問1-1(4),常染色体潜性(劣性)遺伝の保因者の両親から、罹患した子供が産まれてくる確率は。(1. 100% 2. 50% 3. 25% 4. 0%)
17,常染色体劣性（潜性）遺伝の保因者頻度・発症確率計算,2023,野中-12,常染色体潜性遺伝病の家系において第一子が患者である場合、第二子が患者となる確率は50%である。
17,常染色体劣性（潜性）遺伝の保因者頻度・発症確率計算,2025,問12,第一子が常染色体潜性遺伝で両親が保因者ということがわかっている。第二子が患者になる確率は50%である。
18,骨盤内臓器の前後の解剖学的配置,2023,問41,臓器の前から後ろの位置で正しい順番になっているものを選べ。 1. 尾骨膀胱子宮直腸恥骨 2. 膀胱子宮直腸恥骨尾骨 3. 恥骨子宮膀胱直腸尾骨 4. 恥骨膀胱子宮直腸尾骨
18,骨盤内臓器の前後の解剖学的配置,2024,問題5-18,臓器の前から後ろの位置で正しい順番になっているものを選べ。 1. 尾骨→膀胱→子宮→直腸→恥骨 2. 膀胱→子宮→直腸→恥骨→尾骨 3. 恥骨→子宮→膀胱→直腸→尾骨 4. 恥骨→膀胱→子宮→直腸→尾骨
19,家系図読解とX連鎖/常染色体遺伝形式の解析,2023,"野中-11, 15, 16, 17, 18",11. 弟と母方叔父がX連鎖潜性遺伝疾患に罹患している女性は確定保因者である。 15) 家系図から最も考えられる遺伝形式は? 16) Aの家系図記号として 17) Bが男性の場合 18) Bが女性の場合
19,家系図読解とX連鎖/常染色体遺伝形式の解析,2025,"問11, 15, 16, 17, 18",11. 弟と母方の叔父がX連鎖潜性遺伝の病気の罹患者である場合、その女性は確定で保因者である。 15. 家系図から最も考えられる遺伝形式は？(X連鎖潜性遺伝) 16. Bが男性の場合の記号 17. Aの母親の記号 18. Aの記号
2025_単独_01,染色体の基礎構造と本数,2025,問1-4,ヒトの染色体は1番染色体〜(22)番染色体の常染色体と、2本の性染色体からなり、合計で(46)本である。染色体が3本あることを(トリソミー)と言う。染色体異常の中で、生まれることが出来るのは(ダウン症候群)のみである。
2025_単独_02,男性の加齢とダウン症発症リスク,2025,問14,高年齢出産でダウン症を発症しやすい理由は男性の精子の劣化が原因である。
2025_単独_03,家系図における再発リスク解析,2025,問19,家系図から、最も考えられる遺伝形式は(ア)、このとき、D（女性）がA（女性）と同じ病気になる可能性は(イ)。その理由は、(ウ)。
2025_単独_04,母乳に含まれる免疫グロブリン,2025,問43,母乳に含まれている免疫グロブリンで最も多いのはどれか。 ①IgA ②IgE ③IgG ④IgM
2025_単独_05,受精卵の正しい着床部位,2025,問46,受精卵の正しい着床部位はどこか。 ①卵巣 ②卵管 ③子宮頸部 ④子宫体部
2025_単独_06,妊婦健診の受診間隔（36週）,2025,問47,正常に経過している妊娠36週の妊婦が、次に妊婦健康診査を受診する時期として推奨されるのはどれか。 ①4週間後 ②3週間後 ③2週間後 ④1週間後
2025_単独_07,射出精子の通達経路,2025,問48,射出した精子が通るところはどこか。 ①精嚢 ②精管 ③尿道 ④前立腺
2025_単独_08,子宮復古不全の原因,2025,問51,子宮復古不全の原因で正しいのはどれか。 ①胎児発育不全 ②卵膜の子宮内残渣 ③分娩直後の授乳 ④膀胱炎
2025_単独_09,母乳栄養の利点と欠点,2025,問57,母乳栄養の利点と欠点について記述しなさい。
2025_単独_10,切迫早産と早産の相違点,2025,問58,切迫早産と早産の相違を述べなさい。
